PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
24997;RUA PROFESSOR BATISTA DE BRITO;204;02301080;VILA PAULICEIA;SAO PAULO;-23,488927;-46,6127658
25167;RUA TAPUIA;129;13221450;JARDIM AMERICA II;VARZEA PAULISTA;-23,195827;-46,8258014
24977;RUA JOSE BORDIM;84;83020140;PEDRO MORO;SAO JOSE DOS PINHAIS;-25,5513178;-49,1955214
32758;RUA SAO BENEDITO;226;04735000;SANTO AMARO;SAO PAULO;-23,6506494;-46,7028322
32734;RUA IMPERIAL SERRANO;4;53900000;PILAR;ILHA DE ITAMARACA;-7,7480776;-34,8306327
24960;RUA DRAUZIO MMDC;2122;14409306;VILA SANTA TEREZINHA;FRANCA;-20,4938766;-47,402773
24952;RUA CLAUDEMIR RODRIGUES;591;19026440;JARDIM MARACANA;PRESIDENTE PRUDENTE;-22,1017611;-51,4141233
32732;AVENIDA OTACILIO NEGRAO DE LIMA;8000;31270802;PAMPULHA;BELO HORIZONTE;-19,8549986;-44,0052831
24971;RUA MANUEL FELIZARDO DE SOUZA;130;05208190;VILA PERUS;SAO PAULO;-23,4158731;-46,7551648
32749;RUA RAUL PEIXOTO;749;14026220;VILA ANA MARIA;RIBEIRAO PRETO;-21,2106878;-47,8172371
32775;RUA FEIRA;1221;44006052;MUCHILA;FEIRA DE SANTANA;-12,2316615;-38,9638302
24989;RUA ASSEMBLEIA DE DEUS;39;11500040;JARDIM SAO FRANCISCO;CUBATAO;-23,8825678;-46,4191121
25014;RUA TOME DE SOUZA;45;89223170;BOM RETIRO;JOINVILLE;-26,259049;-48,8411847
25060;RODOVIA BR 116;SN;36893000;CENTRO;MIRADOURO;-20,8927191;-42,3407405
25073;RUA PEDRO GRASSI;723;16075115;TV;ARACATUBA;-21,1827301;-50,4580254
25075;AVENIDA LEOPOLDO SANDER D;350;89810168;ELDORADO;CHAPECO;-27,0951063;-52,6477673
6243;ESTRADA VICINAL SFS;405;15775000;ZONA RURAL;SANTA FE DO SUL;-20,2114344;-50,9271748
31971;TRAVESSA TIMBO;599;66083047;PEDREIRA;BELEM;-1,4279853;-48,4775019
32975;RUA JULIO DE CASTILHOS;71;90030131;CENTRO;PORTO ALEGRE;-30,0265663;-51,2259717
32917;RUA ISABEL OCASO;25;06433240;JARDIM ALBERTO;BARUERI;-23,5227362;-46,8921094
32804;QUADRA 1;;74993230;DIST A INDUSTRIAL;APARECIDA DE GOIANIA;-16,7752533;-49,3005159
32911;AVENIDA DOM PEDRO II;398;37470971;CENTRO;SAO LOURENCO;-22,1158124;-45,0548549
33736;RUA 2;;54320020;CONJUNTO RESIDENCIAL MURIBECA;JABOATAO DOS GUARARAPES;-8,1118029;-35,0212245
32856;AVENIDA ITABERABA;3623;02739000;VILA MARACANA;SAO PAULO;-23,4778099;-46,6820484
6347;AVENIDA MANOEL RIBAS;100;85200000;CENTRO;PITANGA;-24,7601048;-51,7619677
32900;AVENIDA DOUTOR VITAL BRASIL;1108;05503000;BUTANTA;SAO PAULO;-23,5688671;-46,7147589
32920;RUA AUGUSTO OLESKOWICZ;61;81490172;CAMPO DE SANTANA;CURITIBA;-25,4289541;-49,267137
32836;AVENIDA JOSE EMERICH;118;36979000;VAL PARAISO;ALTO CAPARAO;-20,4481139;-41,8731777
32896;RUA PIMENTA DE PADUA;646;37950000;CENTRO;SAO SEBASTIAO DO PARAISO;-20,9317612;-46,9836849
6352;AVENIDA CDE FRANCISCO MATARAZZO;133;09520100;CENTRO;SAO CAETANO DO SUL;-23,6095154;-46,5706891
32913;RUA PADRE RUA FRANCISCO MANOEL DE LIMA CAMARGO;19;83190000;CENTRO;TIJUCAS DO SUL;-25,9256672;-49,178752
6354;SHCS QUADRA 207 BLOCO C;;70253530;ASA SUL;BRASILIA;-15,8321684;-47,9140722
32844;QUADRA T DOIS;16;92440160;GUAJUVIRAS;CANOAS;-29,9104144;-51,1525502
32877;RUA CARLOS GOMES;1309;14801340;CENTRO;ARARAQUARA;-21,7963227;-48,1783174
32865;RUA RUI BARBOSA;2253;89220100;COSTA E SILVA;JOINVILLE;-26,2646545;-48,8826813
33713;AVENIDA VALDECIR ANGELO ZAMPIERI;1329;89680000;CENTRO;IRANI;-27,0222777;-51,9036702
33733;RUA JOSE HENRIQUE DA COSTA;130;18134190;JARDIM BELA VISTA;SAO ROQUE;-23,5230503;-47,1308305
33701;RUA GERALDO VIEIRA;186;84925000;;PINHALAO;-23,7796729;-50,0355595
33768;RUA CANARIO;906;04521004;VILA UBERABINHA;SAO PAULO;-23,6031519;-46,6688462
33779;AVENIDA ANTONIO PIRANGA;596;09911160;CENTRO;DIADEMA;-23,6865132;-46,6207022
33782;ALAMEDA CITY CAMPO;1612;38406392;MANSOES AEROPORTO;UBERLANDIA;-18,8826206;-48,2123844
33765;RUA RAIMUNDO CHAVES;1943;59064390;CANDELARIA;NATAL;-5,8320894;-35,2167235
33749;AVENIDA PAULO DE FRONTIN;655;20261241;RIO COMPRIDO;RIO DE JANEIRO;-22,9284345;-43,2093058
33751;RUA CORONEL MUNDICO SA;222;64500000;CENTRO;OEIRAS;-7,0136487;-42,1322099
33591;RUA JOANA D ARC;5;40715440;RIO SENA;SALVADOR;-12,9512623;-38,4690342
33586;AVENIDA GETULIO VARGAS;101;89130000;CENTRO;INDAIAL;-26,8941391;-49,2335542
33584;RUA MARECHAL DEODORO;328;16010301;CENTRO;ARACATUBA;-21,206974;-50,4424461
33588;RUA DAS CEREJEIRAS;410;76811498;NOVA FLORESTA;PORTO VELHO;-8,7908892;-63,8776281
33595;RUA DONA MARIA ISABEL;314;92320140;HARMONIA;CANOAS;-29,9076063;-51,2227981
32892;ESTRADA MUNICIPAL DO MURUNDU;SN;18150000;SOROCABUSSU;IBIUNA;-23,6691067;-47,1766074
33683;AVENIDA SANTOS DUMONT;658;86039090;BOA VISTA;LONDRINA;-23,319796;-51,1469218
33689;RUA TANCREDO NEVES;274;41820021;CAMINHO DAS ARVORES;SALVADOR;-12,9805326;-38,4628198
33694;RUA EMILIO TEODORO SILVA;30;37418000;CENTRO;SAO THOME DAS LETRAS;-21,7218513;-44,983291
32879;AVENIDA NOSSA SENHORA APARECIDA;2113;14170150;SAO JOAO;SERTAOZINHO;-21,1365644;-48,0094498
32788;RUA PADRE FERRO;;78120580;JARDIM MARINGA;VARZEA GRANDE;-15,666755;-56,0850349
32786;RUA MARECHAL CANDIDO RONDON;952;85898000;CENTRO;SAO JOSE DAS PALMEIRAS;-24,8279639;-54,0836105
32779;AOS;;70660900;OCTOGONAL;BRASILIA;-15,7942287;-47,8821658
32782;AVENIDA CASTELO BRANCO;1111;77600000;CENTRO;PARAISO DO TOCANTINS;-10,17533;-48,88506
32777;AVENIDA ENGENHEIRO JOSE NELSON MACHADO;799;15809000;PARQUE IRACEMA;CATANDUVA;-21,1440305;-48,9719507
32790;RUA PURUS;643;09932240;JARDIM DAS PAINEIRAS;DIADEMA;-23,6650005;-46,6190213
6247;RUA EMILIO FERNANDES SANCHES;94;18303170;VILA APARECIDA;CAPAO BONITO;-23,979569;-48,3435682
32792;RUA ESPIRITO SANTO;33;37905000;CENTRO;FORTALEZA DE MINAS;-20,8509871;-46,7110222
32838;RUA CALDAS JUNIOR;20;90010260;CENTRO;PORTO ALEGRE;-30,0286276;-51,2326911
33057;RODOVIA PRESIDENTE DUTRA;;07034911;ITAPEGICA V HERMINA;GUARULHOS;-23,4634523;-46,5334502
33109;RUA JOSE FERREIRA MARQUES;6;17012200;VILA NOVA CIDADE UNIVERSITARIA;BAURU;-22,3323945;-49,0589151
33086;RUA SIR WINSTON CHURCHILL;58;96216200;PARQUE RESIDENCIAL SAO PEDRO;RIO GRANDE;-32,1061648;-52,1699262
33093;AVENIDA PRESIDENTE ARTHUR BERNARDES;501;78125100;JARDIM AEROPORTO;VARZEA GRANDE;-15,6564601;-56,1226763
33065;RUA PAULO SETUBAL;220;12245460;VILA ADYANA;SAO JOSE DOS CAMPOS;-23,1934177;-45,8893775
33007;RUA CARIRI;407;91900560;VILA ASSUNCAO;PORTO ALEGRE;-30,1007454;-51,2581028
32969;AVENIDA DOS BANCARIOS;241;95548000;QUINTAO;PALMARES DO SUL;-30,3397109;-50,2702121
32962;RUA ANITA GARIBALDI;26;89240000;CENTRO;SAO FRANCISCO DO SUL;-26,2421946;-48,6348651
32965;RUA GONCALO COELHO;127;31170040;CIDADE NOVA;BELO HORIZONTE;-19,8904671;-43,9263528
32971;RUA DOUTOR CARLOS DE CAMPOS;411;17360000;CENTRO;TORRINHA;-22,4270248;-48,1701576
32981;AVENIDA PINTOS;238;14870120;CENTRO;JABOTICABAL;-21,2605239;-48,3207087
32979;RUA TRES;120;13540000;CENTRO;CORUMBATAI;-22,2214319;-47,6253303
32973;RUA NACIME ELIAS;163;14070640;AVELINO ALVES PALMA;RIBEIRAO PRETO;-21,1144274;-47,7883493
32923;AVENIDA MAJOR D DE P RICARDO;2003;30670565;SAO FRANCISCO;BELO HORIZONTE;-19,9562809;-43,9508241
32931;RUA DOUTOR BERNARDINO;461;21320020;JACAREPAGUA;RIO DE JANEIRO;-22,8976577;-43,3462482
32926;AVENIDA GOVERNADOR LAMENHA FILHO;143A;57043000;FEITOSA;MACEIO;-9,6441325;-35,7285221
32933;AVENIDA CORONEL JOSE PINTO;146;44051400;CORONEL JOSE PINTO;FEIRA DE SANTANA;-12,2484805;-38,9507555
32954;AVENIDA PREFEITO CIRINO ADOLFO CABRAL;7995;88372500;GRAVATA;NAVEGANTES;-26,8386936;-48,6300975
32950;;;;;;-22,7551415;-47,3633754
32943;PRACA 20 DE SETEMBRO;;18400230;CENTRO;ITAPEVA;-23,9873271;-48,8808183
33034;RUA DOS PIONEIROS;487;88420000;CENTRO;AGROLANDIA;-27,3988133;-49,8274563
32503;RUA ANTONIO QUNTINO PIRES;14;88380000;CENTRO;BALNEARIO PICARRAS;-26,769132;-48,6669185
33024;RUA 6;200;15600000;COHAB;FERNANDOPOLIS;-20,2810232;-50,2475804
33016;AVENIDA LEOPOLDINA;283;25730203;NOGUEIRA;PETROPOLIS;-22,4268039;-43,1351513
33014;RUA SANTO ANTONIO DE PADUA PARQUE JARDIM BEIRA MAR;5;21010371;PARADA DE LUCAS;RIO DE JANEIRO;-22,9068467;-43,1728965
33538;RUA PEDRO BUSATO;577;29090470;JARDIM CAMBURI;VITORIA;-20,2596956;-40,2644918
34050;PRACA BARAKAT ISSA BARAKAT;32;31170830;CIDADE NOVA;BELO HORIZONTE;-19,890092;-43,927011
34046;RUA SAO SALVADOR;168;52020200;ESPINHEIRO;RECIFE;-8,0490038;-34,8953876
33526;AVENIDA FERNANDES LIMA;2019;57055000;FAROL;MACEIO;-9,6177717;-35,7392171
34007;RUA TIRADENTES;657;17400000;FERRAROPOLIS;GARCA;-22,2082407;-49,6599781
33927;AVENIDA FRANCISCO DE PAULA LEITE;1202;13345360;NUCLEO HABITACIONAL BRIGADEIRO FARIA LIMA;INDAIATUBA;-23,101276;-47,216303
33929;RUA BRAGANTINA;SN;59124530;POTENGI;NATAL;-5,7471376;-35,2446272
33920;RUA ELOY CUSTODIO DA SILVA;1644;78293000;JOAO MENDES MAGALHAES;GLORIA D OESTE;-15,9411375;-58,2348638
6369;TRAVESSA INDEPENDENCIA;10;65275000;CENTRO;APICUM ACU;-1,5319911;-45,0810881
34039;RUA PINHEIRO MACHADO;134;99600000;CENTRO;NONOAI;-27,3658333;-52,7709007
33012;TRECHO OTAVIANO DE MATOS;190;68005320;CENTRO;SANTAREM;-2,4199144;-54,7159655
33511;AVENIDA INDAIA OESTE;;75828000;CENTRO;CHAPADAO DO CEU;-18,394909;-52,6653684
33523;RUA MANOEL RIBEIRO VASCONCELOS;322;21041620;MANGUINHOS;RIO DE JANEIRO;-22,875117;-43,2380335
33517;AVENIDA VICENTE DE CARVALHO;767;21210000;VICENTE DE CARVALHO;RIO DE JANEIRO;-22,8518477;-43,3120601
34017;RUA ARUANA C AV BELA VISTA;SN;74912260;JARDIM BELA VISTA;APARECIDA DE GOIANIA;-16,7381639;-49,2361732
33972;RUA 8;32;72834150;PARQUE SANTA FE;LUZIANIA;-16,2584923;-47,9224738
34012;RUA LUIZ MAGALHAES;595;53300050;JARDIM BRASIL II;OLINDA;-8,0084466;-34,873103
33555;TRECHO POPULAR;35;96170000;BARRA;SAO LOURENCO DO SUL;-31,3692776;-51,9644441
33999;RUA FLORENCIO YGARTUA;131;90430010;MOINHOS DE VENTO;PORTO ALEGRE;-30,0279358;-51,2034048
33468;RUA CARLOS VASCONCELOS;170;60115170;MEIRELES;FORTALEZA;-3,7236736;-38,5078023
33442;AVENIDA ELIAS ISAC;SN;75103410;SANTO ANTONIO;ANAPOLIS;-16,3462628;-48,9022292
33440;RUA SAO JOAO MARCOS;105;08420700;JARDIM SAO PEDRO;SAO PAULO;-23,5484295;-46,4273352
33435;AVENIDA BRIGADEIRO EDUARDO GOMES;930;29163970;TUBARAO;SERRA;-20,2234521;-40,2628415
33530;AVENIDA ELIAS CRUVINEL;1173;38070100;BOA VISTA;UBERABA;-19,7347769;-47,9184896
33990;RUA BENEDITO JENKINS;742;41310270;AGUAS CLARAS;SALVADOR;-12,8989213;-38,4342385
33967;RUA PROFESSOR JOAO VIANA;192;58304973;BEBELANDIA;SANTA RITA;-7,135868;-34,9662353
34009;RUA VISCONDE DE TAUNAY;427;89201420;CENTRO;JOINVILLE;-26,3043445;-48,8511579
34015;RUA CALIL BARUQUE;674;13450402;JARDIM SANS;SANTA BARBARA D OESTE;-22,7578191;-47,4248468
34028;AVENIDA VALE DO SOL;4876;15500269;VALE DO SOL;VOTUPORANGA;-20,4210363;-49,963759
34035;AVENIDA FERNANDES LIMA;1239;57055000;FAROL;MACEIO;-9,6505832;-35,7337211
34022;RUA 10;2816;15700068;CENTRO;JALES;-20,2686009;-50,5488793
34019;RUA LIBANO;70;09666020;VILA SANTA LUZIA;SAO BERNARDO DO CAMPO;-23,6592289;-46,6084958
33939;RUA MARECHAL DEODORO;228;45810000;CENTRO;PORTO SEGURO;-16,4463554;-39,0687408
33922;RUA ASSIS BRASIL;363;95020380;JARDELINO RAMOS;CAXIAS DO SUL;-29,1625365;-51,1648469
33925;QS 8 CONJUNTO 1 A;;71820801;RIACHO FUNDO I;BRASILIA;-15,801519;-47,860297
33933;RUA PRESIDENTE PRUDENTE;SN;78320000;MODULO 6;JUINA;-11,4190244;-58,7859283
34063;RUA MARECHAL JUAREZ TAVORA;1278;51130115;BOA VIAGEM;RECIFE;-8,1430534;-34,9143032
34079;RUA BELEM;3154;85770000;CENTRO;REALEZA;-25,7725894;-53,5334767
34167;RUA RIO GRANDE;796;93265000;CENTRO;ESTEIO;-29,8478656;-51,1633822
33501;RUA ANGELO RIGO;81;29315327;I B C;CACHOEIRO DE ITAPEMIRIM;-20,8528727;-41,1485382
34134;TRAVESSA TRINTA E UM DE MARCO;46;44572470;ANDAIA;SANTO ANTONIO DE JESUS;-12,9694894;-39,2693905
34128;RUA MARIO AUGUSTO TEIXEIRA DE FREITAS;105;55430000;CENTRO;ANGELIM;-8,8897351;-36,2851273
34130;AVENIDA GERMARIO DANTAS;1400;22735000;JACAREPAGUA;RIO DE JANEIRO;-22,9390554;-43,3447512
34068;RUA LAGUNA;571;92990000;CENTRO;ELDORADO DO SUL;-29,995446;-51,3117702
34053;LOCALIDADE FAZENDA TORREAO;SN;55820000;SEDE;LAGOA DO CARRO;-7,844248;-35,3111011
34065;AVENIDA QUATORZE DE DEZEMBRO;1250;13206105;JARDIM MERCI I;JUNDIAI;-23,2120111;-46,8747825
33464;AVENIDA DEPUTADO CARLOS LUZ;183A;37410000;CENTRO;TRES CORACOES;-21,696999;-45,2551627
33458;AVENIDA MONTE VERDE;810;37653000;DIST MONTE VERDE;CAMANDUCAIA;-22,7548978;-46,145022
33478;AVENIDA DAS RENDEIRAS;1604;88062400;LAGOA DA CONCEICAO;FLORIANOPOLIS;-27,6093263;-48,448578
33837;RUA FRANCO DA ROCHA;2378;14030470;VILA VIRGINIA;RIBEIRAO PRETO;-21,1990513;-47,8365052
34061;RUA PORTUGAL;351;80510280;SAO FRANCISCO;CURITIBA;-25,4224678;-49,2772908
34077;RUA PAULO SERGIO RIGHETTI;45;19400000;CIDADE JARDIM;PRESIDENTE VENCESLAU;-21,8737026;-51,8452266
34070;AVENIDA PORTO ALEGRE;SN;98700000;DISTRITO INDUSTRIAL;IJUI;-28,4046905;-53,9260888
34058;RUA 31;112;78068560;BOA ESPERANCA;CUIABA;-15,6160051;-56,069318
34056;AVENIDA INDEPENDENCIA;343;90035070;INDEPENDENCIA;PORTO ALEGRE;-30,029586;-51,2181562
34162;RUA ARCO IRIS;687;89227130;IRIRIU;JOINVILLE;-26,2790067;-48,8244902
32989;RUA ALCIDES MARTINS DA CONCEICAO;67;33140330;CONJUNTO PALMITAL SAO BENEDITO;SANTA LUZIA;-19,7686778;-43,9352913
34116;RUA DOUTOR NELSON DE SOUZA PINTO;867;82200060;SAO LOURENCO;CURITIBA;-25,3986854;-49,2628727
33818;RUA LEANDRO BARRETO;939B;50790000;JARDIM SAO PAULO;RECIFE;-8,0818217;-34,9455387
33906;RUA JOSE NUNES PEREIRA;5;36083440;JARDIM NATAL;JUIZ DE FORA;-21,7324161;-43,3992699
34172;RUA MANOEL BENTO DA CRUZ QUADRA;;17013032;VILA SANTO ANTONIO;BAURU;-22,3267799;-49,0635236
33612;RUA AMBROSINA DO CARMO BUONAGUIDE;239;07700135;CENTRO;CAIEIRAS;-23,3618394;-46,743647
33607;RUA 20 DE SETEMBRO;731;99500000;CENTRO;CARAZINHO;-28,294554;-52,787272
34153;RUA 2;SN;56332175;OURO PRETO;PETROLINA;-9,3941569;-40,5096046
33745;RUA TENENTE BINO;86;38700108;CENTRO;PATOS DE MINAS;-18,5876479;-46,5156707
34159;RUA EDUARDO DE SOUZA ARANHA;191;04543120;ITAIM BIBI;SAO PAULO;-23,5884312;-46,673461
34101;RUA CONDE DE PORTO ALEGRE;99;96400281;CENTRO;BAGE;-31,3367642;-54,105991
34081;RUA TOMAS LEMOS;45;45780000;CENTRO;ITARANTIM;-15,6557733;-40,0580573
34084;RUA TIRADENTES;139;56130000;CENTRO;CEDRO;-7,7200082;-39,2361858
34087;RUA JONATHAS DE VASCONCELOS;316;51021140;BOA VIAGEM;RECIFE;-8,123581;-34,907771
34103;RUA FERNAO DIAS FALCAO;191;06501120;CENTRO;SANTANA DE PARNAIBA;-23,4464716;-46,9172761
34099;AVENIDA SANTA LUZIA;40;59615000;SANTA DELMIRA;MOSSORO;-5,1535095;-37,3555656
34437;RUA ALVARES AZEVEDO;190;04671040;VILA SOFIA;SAO PAULO;-23,657769;-46,693659
34439;QR 120 CONJUNTO F;SN;72546381;SANTA MARIA;BRASILIA;-15,801519;-47,860297
34431;RUA AGRONOMICA;1131;88337270;JARDIM IATE CLUBE;BALNEARIO CAMBORIU;-27,0146267;-48,6330741
34446;TRAVESSA DUQUE DE CAXIAS;209;68330000;CENTRO;PORTO DE MOZ;-1,7535899;-52,2367884
34444;RUA RAUL VIEIRA DE CARVALHO;341;02407060;AGUA FRIA;SAO PAULO;-23,4833542;-46,6247099
34426;RUA JERONIMO DE ORNELAS;424;21930450;CACUIA;RIO DE JANEIRO;-22,8129956;-43,1827103
34422;RUA DA AZPA;49;67033020;AGUAS BRANCAS;ANANINDEUA;-1,366826;-48,3721754
34185;RUA MARIA RODRIGUES;44;33500971;CENTRO;CONFINS;-19,630609;-43,9899497
34233;RUA CARLOS SALLES BLOCK;658;13208100;ANHANGABAU;JUNDIAI;-23,1957205;-46,8921895
34238;PRACA TUBAL VILELA;76;38400088;CENTRO;UBERLANDIA;-18,9208115;-48,2786591
34230;RUA HARMONIA;1;02366210;JARDIM VILA RICA;SAO PAULO;-23,557479;-46,6864087
34696;RUA MICHIGAN;1346;04566002;CIDADE MONCOES;SAO PAULO;-23,6101645;-46,691672
34684;MARGEM DIREITA DO RIO PARAUAU;SN;68800000;ZONA RURAL;BREVES;-1,68072;-50,4795235
34224;AVENIDA DAS ACACIAS;1215W;78455000;BANDEIRANTES;LUCAS DO RIO VERDE;-13,0679666;-55,9314617
34222;RUA SANTA ETELVINA;20;08430020;GUAIANAZES;SAO PAULO;-23,5842263;-46,4057398
34228;RUA AMBROSIUS PFEIFFER;89;89280151;CENTRO;SAO BENTO DO SUL;-26,2500365;-49,3835566
34235;RUA LINO ESCULAPIO;465;84500000;CENTRO;IRATI;-25,4718806;-50,6554512
34512;RUA AMAZONAS;977;14401408;VILA APARECIDA;FRANCA;-20,5257604;-47,3755722
34240;RUA DOUTOR JOAQUIM S SOUZA;225;74780160;SANTO HILARIO;GOIANIA;-16,6521856;-49,269272
34250;RUA PRESIDENTE JOSE LINHARES;191;85902350;JARDIM PANCERA;TOLEDO;-24,7385565;-53,7571945
34466;RUA DOM PEDRO II;1499;76804027;SAO CRISTOVAO;PORTO VELHO;-8,760919;-63,8962021
34255;RUA THOMAZ SMOCOWISK;SN;18460000;NOVO HORIZONTE;ITARARE;-24,1089373;-49,3356859
34258;RUA IRMA IVONE DRUMOND;200;35903087;DISTRITO INDUSTRIAL II;ITABIRA;-19,6737012;-43,2126166
34248;RUA SAO DOMINGOS;54;30421498;JARDIM AMERICA;BELO HORIZONTE;-19,9516827;-43,972575
34643;RODOVIA AR;1;78325000;SETOR INDUSTRIAL;ARIPUANA;-9,179311;-60,63063
34244;RUA JOAO RAMALHO;325;05008001;PERDIZES;SAO PAULO;-23,538079;-46,6699056
34242;RUA MAJOR QUEDINHO;85;01050030;CENTRO;SAO PAULO;-23,5487633;-46,6427078
34574;AVENIDA DOM MANUEL;429;60060090;CENTRO;FORTALEZA;-3,7279997;-38,5208528
33739;AVENIDA 20 DE SETEMBRO;231;96600000;;CANGUCU;-31,3909646;-52,6774264
34246;RUA GUAMA;74;68516000;SERRA DOS CARAJAS;PARAUAPEBAS;-6,070741;-49,9043353
34252;RUA PROFESSORA EDMEE NEAL ALGOUVER;420;81770370;BAIRRO ALTO BOQUEIRA;CURITIBA;-25,5270227;-49,2310507
34212;QNJ;;71920540;TABATINGA;BRASILIA;-15,8158955;-48,0867434
35136;RUA TREZE DE MAIO;SN;83511470;FAZENDA RANCHO ALEGRE;ALMIRANTE TAMANDARE;-25,3295639;-49,3223607
34273;AVENIDA VASCO RODRIGUES;451;53220375;PEIXINHOS;OLINDA;-8,0059324;-34,8777627
34190;AVENIDA AMAZONAS;1323;30180002;SANTO AGOSTINHO;BELO HORIZONTE;-19,9234813;-43,9461969
34182;RUA AVELINO TAVARES;32;48405000;CENTRO;BANZAE;-10,5765862;-38,6067536
34176;RUA DO CORREGO;19;04966000;JARDIM ANGELA ZONA SUL;SAO PAULO;-23,5526391;-46,5467294
34987;RUA SAO BENTO;306;78008120;BAU;CUIABA;-15,5919353;-56,0876115
35027;RUA PARANAIBA;SN;74565600;SETOR URIAS MAGALHAES;GOIANIA;-16,6346418;-49,2771163
34174;RUA MARECHAL DEODORO;320;38490971;CENTRO;INDIANOPOLIS;-19,0382348;-47,9171746
34179;RUA FRANCISCO MONIZ BARRETO;221;05639040;LAR SAO PAULO;SAO PAULO;-23,6098929;-46,7401359
34220;RUA GARIBALDI;281;14010170;CENTRO;RIBEIRAO PRETO;-21,1784071;-47,8040026
6416;AVENIDA MARECHAL FLORIANO;901;96400010;CENTRO;BAGE;-31,3316003;-54,1041519
34192;RUA DOUTOR CESARIO MOTA JUNIOR;526;01221020;VILA BUARQUE;SAO PAULO;-23,5465538;-46,6492135
34207;RUA JORNALISTA ARNOBIO VALENTE FILHO;59;57052497;GRUTA DE LOURDES;MACEIO;-9,6249568;-35,7282941
6419;AVENIDA QUARTA;15;75834970;CENTRO;MINEIROS;-17,5705962;-52,5527978
34838;RODOVIA BR 262;40;36900000;BOM JARDIM;MANHUACU;-20,2646005;-42,0358273
34737;AVENIDA ALMIRANTE BARROSO;668;75455000;VILA ALVORADA;SANTA ROSA DE GOIAS;-16,0827813;-49,4937137
34769;RUA FELIPE CAMARAO;540;08555000;VILA AUREA;POA;-23,5108278;-46,359697
35163;DISTRITO SANTO AGOSTINHO;SN;29820000;ZONA RURAL;AGUA DOCE DO NORTE;-18,5472163;-40,9813183
35343;AVENIDA GARIBALDI;1114;85869488;JARDIM LANCASTER;FOZ DO IGUACU;-25,5007512;-54,5567158
34214;RUA TIJUCO PRETO;1593;03316000;TATUAPE;SAO PAULO;-23,5416712;-46,5604489
35117;AVENIDA RUI BARBOSA;1288;19814000;CENTRO;ASSIS;-22,6613578;-50,4079276
35338;RUA CANDEL;570;07171430;JARDIM PRESIDENTE DUTRA;GUARULHOS;-23,4178164;-46,4391119
35115;PASSEIO MARQUES DE CARAVELA;676;96060560;TRES VENDAS;PELOTAS;-31,7653989;-52,3375886
35122;RUA PRIMAVERA;1160;83709820;CAMPINA DA BARRA;ARAUCARIA;-25,6240382;-49,3684311
35154;RUA PAULO NUNES VIANA;103;53010220;UMUARAMA;OLINDA;-8,0210374;-34,8552562
35168;FAZENDA VARZEA DO LOPES;SN;33350000;ZONA RURAL;SAO JOSE DA LAPA;-19,6975859;-43,9590497
34218;RUA RIO PARAGUAI;222;56320410;JOSE E MARIA;PETROLINA;-9,3719583;-40,4907799
34205;AVENIDA MASCOTE;786;04363001;VILA MASCOTE;SAO PAULO;-23,6478583;-46,6694195
35187;VIA LOCAL A;77;33600000;QUINTA DAS PALMEIRAS;PEDRO LEOPOLDO;-19,6200035;-44,0405189
34197;RUA JOSE ESTEVES DE AVILA;116;34006100;JARDINAVES;NOVA LIMA;-19,9808042;-43,9329846
34194;RUA JORNALISTA GILBERTO OSORIO;76;50690300;IPUTINGA;RECIFE;-8,0303877;-34,9371951
34201;AVENIDA DEZESSETE DE AGOSTO;1872;52061540;CASA FORTE;RECIFE;-8,0326887;-34,9230973
34188;AVENIDA DOUTOR RICARDO JAFET;406;04260000;IPIRANGA;SAO PAULO;-23,5803625;-46,6132763
34296;RUA HONDURAS;349;89247000;CENTRO;BALNEARIO BARRA DO SUL;-26,4585642;-48,6192946
34361;RUA DOS EXPEDICIONARIOS;15;37490000;CENTRO;SAO GONCALO DO SAPUCAI;-22,8351113;-43,017801
34365;RUA ALMIRANTE BARROSO;2455;76804151;NOSSA SENHORA DAS GRACAS;PORTO VELHO;-8,7635019;-63,8874808
34359;RUA BARAO DE CAPANEMA;98;01411010;CERQUEIRA CESAR;SAO PAULO;-23,5689185;-46,6642567
34355;RUA TEREZINA;661;11619419;CAMBURY;SAO SEBASTIAO;-23,7610175;-45,412018
34353;AVENIDA ARAGUAIA;886;74805100;SETOR CENTRAL;GOIANIA;-16,6709586;-49,2540296
34565;RUA SAO BENEDITO;28;37510000;CENTRO;SAO JOSE DO ALEGRE;-22,3298531;-45,5276955
35700;RUA BENEDITA DE CASTRO;;75259730;DIST INDL SENADOR CANEDO;SENADOR CANEDO;-16,7088537;-49,091845
6442;RUA VINTE E TRES;349;13190000;RESIDENCIAL SAO CLEMENTE;MONTE MOR;-22,9327872;-47,2411255
35728;RUA JUVENAL DE CARVALHO;866;60050220;FATIMA;FORTALEZA;-3,7493809;-38,5248089
35707;RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS;SN;16680000;BARROCAO;AVAI;-22,1491527;-49,3227541
35732;AVENIDA CONS ROSA E SILVA;1519;52020220;AFLITOS;RECIFE;-8,0386931;-34,900205
35771;RODOVIA RAPOSO TAVARES;SN;05576000;BUTANTA;SAO PAULO;-23,5859609;-46,7601258
35734;AVENIDA JACOB LOPES CASTRO;100;36570000;NOVA ERA;VICOSA;-20,7548659;-42,8785788
